_id,container_id,receptacle_model_id,address,zip,neighborhood
315240,589,74,2338 East Carson Street,15203,South Side Flats
315241,590,74,2546 Centre Ave,15219,Terrace Village
315242,591,74,115 North Highland Avenue,15206,East Liberty
315243,592,74,6566 Forbes Ave,15217,Point Breeze
315244,593,74,2828 Perrysville Avenue,15214,Perry South
315245,594,74,4618 Baum Boulevard,15213,North Oakland
315246,595,74,110 North Beatty Street,15206,East Liberty
315247,597,74,2502 East Carson Street,15203,South Side Flats
315248,598,74,5042 Second Avenue,15207,Hazelwood
315249,599,74,1817 Fifth Avenue,15219,Crawford-Roberts
315250,600,74,4208 Centre Ave,15219,Terrace Village
315251,603,74,1941 S 18th St,15203,South Side Slopes
315252,607,74,6012 Centre Ave,15206,Shadyside
315253,608,74,612 Watt Street,15219,Middle Hill
315254,610,74,6001 Penn Avenue,15206,East Liberty
315255,611,74,1940 Murray Ave,15217,Squirrel Hill South
315256,613,74,5403 Friendship Avenue,15206,Bloomfield
315257,614,74,122 Virginia Ave,15211,Mount Washington
315258,616,74,3219 Terrace Street,15213,West Oakland
315259,617,74,3864 Second Avenue,15219,South Oakland
315260,618,74,5327 Second Avenue,15207,Hazelwood
315261,619,74,5739 Forbes Ave,15217,Squirrel Hill North
315262,620,74,1000 Bryn Mawr Road,15219,Upper Hill
315263,622,74,5840 Buttermilk Hollow Road,15207,Lincoln Place
315264,625,74,422 Semple Street,15213,Central Oakland
315265,627,74,5947 Penn Avenue,15206,East Liberty
315266,628,74,4506 Penn Avenue,15224,Central Lawrenceville
315267,629,74,1688 Murray Ave,15217,Squirrel Hill North
315268,630,74,6018 Centre Ave,15206,Shadyside
315269,631,74,509 Stevenson Street,15219,Bluff
315270,632,74,4376 Murray Ave,15217,Greenfield
315271,633,74,4800 Second Avenue,15207,Hazelwood
315272,634,74,11 Bailey Avenue,15211,Mount Washington
315273,635,74,4910 Second Avenue,15207,Hazelwood
315274,636,74,3235 Fifth Avenue,15213,West Oakland
315275,637,74,2030 Centre Avenue,15219,Middle Hill
315276,638,74,4901 Second Avenue,15207,Hazelwood
315277,642,74,5041 Second Avenue,15207,Hazelwood
315278,643,74,137 Johnston Avenue,15207,Hazelwood
315279,644,74,2105 Centre Ave,15219,Middle Hill
315280,646,74,2316 Webster Avenue,15219,Middle Hill
315281,647,74,1324 Forbes Ave,15219,Bluff
315282,648,74,5968 Baum Boulevard,15206,East Liberty
315283,650,74, Melancthon Street,15207,Hazelwood
315284,651,74,2176 Centre Ave,15219,Middle Hill
315285,652,74,3919 Perrysville Ave,15214,Perry North
315286,653,74,4025 Perrysville Ave,15214,Perry North
315287,654,74,4061 Perrysville Ave,15214,Perry North
315288,655,74,2200 Centre Ave,15219,Middle Hill
315289,656,74,710 E Warrington Ave,15210,Allentown
315290,657,74,1901 Brighton Rd,15212,California-Kirkbride
315291,658,74,5864 Forbes Ave,15217,Squirrel Hill South
315292,659,74,2297 Centre Ave,15219,Middle Hill
315293,660,74,3272 Surban Street,15204,Sheraden
315294,661,74,1218 Grandview Avenue,15211,Mount Washington
315295,662,74,501 Grandview Avenue,15211,Mount Washington
315296,663,74,515 Grandview Avenue,15211,Mount Washington
315297,664,74,12 East Meyers Street,15210,Carrick
315298,665,74,7147 Hamilton Avenue,15208,Homewood South
315299,667,74,3219 Terrace Street,15213,West Oakland
315300,668,74,6210 Penn Avenue,15206,Shadyside
315301,670,74,1605 Centre Ave,15219,Crawford-Roberts
315302,672,74,2330 North Charles Street,15214,Perry South
315303,673,74,4942 Second Avenue,15207,Hazelwood
315304,674,74,4944 Second Avenue,15207,Hazelwood
315305,676,74,6112 Penn Avenue,15206,East Liberty
315306,677,74,1115 Grandview Avenue,15211,Mount Washington
315307,678,74,6007 Centre Ave,15206,Shadyside
315308,679,74,2703 Penn Avenue,15222,Strip District
315309,680,74,4912 Glenwood Avenue,15207,Hazelwood
315310,681,74,3501 Forbes Ave,15213,Central Oakland
315311,682,74,221 Atwood St,15213,Central Oakland
315312,683,74,6325 Penn Avenue,15206,Shadyside
315313,684,74,5209 Interboro Avenue,15207,Lincoln Place
315314,685,74,4940 Second Avenue,15207,Hazelwood
315315,686,74,1723 Fifth Avenue,15219,Bluff
315316,687,74,3601 Fifth Avenue,15213,West Oakland
315317,688,74,6001 Penn Avenue,15206,East Liberty
315318,689,74,1402 Fifth Avenue,15219,Central Business District
315319,690,74,4515 Forbes Ave,15213,North Oakland
315320,691,74,402 Kirkpatrick Street,15213,Terrace Village
315321,692,74,400 Semple Street,15213,Central Oakland
315322,693,74,Zulema Street,15213,South Oakland
315323,694,74,3301 Milwaukee Street,15219,Upper Hill
315324,695,74,1700 Murray Ave,15217,Squirrel Hill South
315325,696,74,2507 Centre Ave,15219,Terrace Village
315326,697,74,802 Brookline Boulevard,15226,Brookline
315327,698,74,2329 Beechwood Boulevard,15217,Squirrel Hill South
315328,699,74,1522 Fifth Avenue,15219,Bluff
315329,700,74,7602 Forbes Ave,15221,Regent Square
315330,701,74,4630 Centre Ave,15213,North Oakland
315331,702,74,3714 Forbes Ave,15213,Central Oakland
315332,703,74,2343 Brownsville Rd,15210,Carrick
315333,704,74,1846 Fifth Avenue,15219,Bluff
315334,705,74,1712 Fifth Avenue,15219,Bluff
315335,706,74,420 South Craig Street,15213,North Oakland
315336,707,74,512 North Braddock Avenue,15208,Homewood South
315337,708,74,745 South Braddock Avenue,15221,Regent Square
315338,709,74,5003 Second Avenue,15207,Hazelwood
315339,710,74,1224 East Carson Street,15203,South Side Flats
315340,711,74,3300 Webster Avenue,15219,Middle Hill
315341,712,74,4353 Murray Ave,15217,Greenfield
315342,713,74,3348 Beechwood Boulevard,15217,Squirrel Hill South
315343,714,74,3805 Forbes Ave,15213,Central Oakland
315344,715,74,712 Adelaide Street,15219,Upper Hill
315345,716,74,3503 Beechwood Boulevard,15217,Greenfield
315346,717,74,2201 Wylie Avenue,15219,Middle Hill
315347,719,74,2503 Centre Ave,15219,Middle Hill
315348,720,74,1688 Murray Avenue,15217,Squirrel Hill North
315349,721,74,6009 Penn Avenue,15206,East Liberty
315350,722,74,2606 Centre Ave,15219,Terrace Village
315351,723,74,1290 Mifflin Rd,15207,Lincoln Place
315352,724,74,301 South Craig Street,15213,North Oakland
315353,727,74,4584 Browns Hill Road,15217,Hazelwood
315354,728,74,5600 Forbes Ave,15217,Squirrel Hill North
315355,729,74,1630 Fifth Avenue,15219,Bluff
315356,730,74,2400 Centre Ave,15219,Middle Hill
315357,731,74,1833 Fifth Avenue,15219,Crawford-Roberts
315358,732,74,2152 Wylie Avenue,15219,Middle Hill
315359,733,74,901 Bryn Mawr Road,15219,Upper Hill
315360,734,74,2105 Wightman Street,15217,Squirrel Hill South
315361,736,74,205 Saline Street,15207,Greenfield
315362,737,74,2209 Murray Ave,15217,Squirrel Hill South
315363,738,74,611 Second Avenue,15219,Central Business District
315364,739,74,1425 Fifth Avenue,15219,Central Business District
315365,741,74,1624 Centre Ave,15219,Crawford-Roberts
315366,742,74,7101 Hamilton Avenue,15208,Homewood South
315367,744,74,2203 Wylie Avenue,15219,Middle Hill
315368,745,74,1209 Forbes Ave,15219,Bluff
315369,746,74,1500 Centre Ave,15219,Crawford-Roberts
315370,747,74,601 Blessing Street,15213,Upper Hill
315371,749,74, East Busway,15206,Larimer
315372,750,74,Second Avenue,15219,South Oakland
315373,751,74,514 Oakwood Street,15208,Homewood South
315374,752,74,3802 Acorn Street,15207,Greenfield
315375,753,74,6369 East Liberty Boulevard,15206,East Liberty
315376,754,74,12 East Meyers Street,15210,Carrick
315377,755,74,410 North Highland Avenue,15206,East Liberty
315378,756,74,734 Mercer Street,15219,Crawford-Roberts
315379,757,74,420 North Braddock Avenue,15208,Homewood South
315380,758,74,2901 North Charles Street,15214,Perry South
315381,759,74,404 South Craig Street,15213,North Oakland
315382,760,74,4800 Second Avenue,15207,Hazelwood
315383,761,74,2950 South Water Street,15203,South Side Flats
315384,762,74,848 E Warrington Ave,15210,Allentown
315385,763,74,1824 Murray Ave,15217,Squirrel Hill South
315386,764,74,5819 Forbes Ave,15217,Squirrel Hill North
315387,765,74,2800 North Charles Street,15214,Perry South
315388,766,74,6425 Penn Avenue,15206,Larimer
315389,768,74,1401 Brownsville Rd,15210,Carrick
315390,769,74,6736 Reynolds Street,15206,Point Breeze
315391,771,74,2714 Brownsville Rd,15227,Carrick
315392,773,74,4635 Centre Ave,15213,North Oakland
315393,774,74,1704 Shady Avenue,15217,Squirrel Hill North
315394,777,74,Sennott Street,15213,Central Oakland
315395,778,74,1704 Shady Avenue,15217,Squirrel Hill South
315396,779,74,1648 Shady Avenue,15217,Squirrel Hill North
315397,780,74,2101 Murray Ave,15217,Squirrel Hill South
315398,781,74,2104 Murray Ave,15217,Squirrel Hill South
315399,782,74,1936 Murray Ave,15217,Squirrel Hill South
315400,783,74,5865 Forbes Ave,15217,Squirrel Hill North
315401,784,74,2211 Mahon Street,15219,Middle Hill
315402,785,74,2256 Brownsville Rd,15210,Carrick
315403,786,74,5854 Forbes Ave,15217,Squirrel Hill South
315404,787,74,2201 Brownsville Rd,15210,Carrick
315405,788,74,2120 Murray Ave,15217,Squirrel Hill South
315406,789,74,5849 Forbes Ave,15217,Squirrel Hill North
315407,790,74,1020 East Carson Street,15203,South Side Flats
315408,791,74,2336 Brownsville Rd,15210,Carrick
315409,793,74,2339 Beechwood Boulevard,15217,Squirrel Hill South
315410,794,74,3845 Dawson Street,15213,Central Oakland
315411,795,74,6349-6387 Penn Avenue,15206,East Liberty
315412,796,74,409 Gettysburg Street,15206,Point Breeze
315413,797,74,5887 Forbes Ave,15217,Squirrel Hill North
315414,798,74,1916 Murray Ave,15217,Squirrel Hill South
315415,799,74,2112 Murray Ave,15217,Squirrel Hill South
315416,800,74,2125 Murray Ave,15217,Squirrel Hill South
315417,801,74,2017 Murray Ave,15217,Squirrel Hill South
315418,802,74,830 E Warrington Ave,15210,Allentown
315419,803,74,1937 Murray Ave,15217,Squirrel Hill South
315420,804,74,3272 Surban Street,15204,Sheraden
315421,805,74,3912 Perrysville Ave,15214,Perry North
315422,806,74,5834 Forward Avenue,15217,Squirrel Hill South
315423,807,74,2901 Banksville Road,15216,Banksville
315424,808,74,20 East General Robinson Street,15212,North Shore
315425,809,74,503 Mountain Avenue,15210,St. Clair
315426,810,74,804 E Warrington Ave,15210,Allentown
315427,811,74,2216 Brownsville Rd,15210,Carrick
315428,813,74,755 E Warrington Ave,15210,Allentown
315429,815,74,4102 Perrysville Ave,15214,Perry North
315430,816,74,1728 East Carson Street,15203,South Side Flats
315431,817,74,2010 East Carson Street,15203,South Side Flats
315432,818,74,2114 East Carson Street,15203,South Side Flats
315433,819,74,2134 East Carson Street,15203,South Side Flats
315434,820,74,6428 Forbes Ave,15217,Squirrel Hill South
315435,821,74,1926 Rockledge Street,15212,Spring Hill-City View
315436,822,74,2609 Murray Ave,15217,Squirrel Hill South
315437,823,74,1832 East Carson Street,15203,South Side Flats
315438,824,74,1835 Centre Ave,15219,Crawford-Roberts
315439,825,74,1850 Centre Ave,15219,Crawford-Roberts
315440,826,74,423 Grove Street,15219,Middle Hill
315441,827,74,2101 Centre Ave,15219,Middle Hill
315442,828,74,1901 Centre Ave,15219,Crawford-Roberts
315443,829,74,4613 Centre Ave,15213,North Oakland
315444,830,74,1601 Brighton Rd,15212,California-Kirkbride
315445,831,74,4632 Centre Ave,15213,North Oakland
315446,832,74,2337 Centre Ave,15219,Middle Hill
315447,833,74,4653 Centre Ave,15213,North Oakland
315448,835,74,1400 East Carson Street,15203,South Side Flats
315449,836,74,5836 Forbes Ave,15217,Squirrel Hill South
315450,837,74,2909 Centre Ave,15219,Middle Hill
315451,838,74,1901 Centre Ave,15219,Crawford-Roberts
315452,839,74,5819 Forbes Ave,15217,Squirrel Hill South
315453,840,74,5839 Forbes Ave,15217,Squirrel Hill North
315454,841,74,1705 East Carson Street,15203,South Side Flats
315455,843,74,2177 Centre Ave,15219,Middle Hill
315456,844,74,1739 East Carson Street,15203,South Side Flats
315457,845,74,1122 East Carson Street,15203,South Side Flats
315458,846,74,1315 East Carson Street,15203,South Side Flats
315459,847,74,146 Parkfield Street,15210,Carrick
315460,848,74,996 Saw Mill Run Boulevard,15220,Duquesne Heights
315461,849,74,1839 Murray Ave,15217,Squirrel Hill South
315462,851,74,5802 Forbes Ave,15217,Squirrel Hill South
315463,852,74,14 Elmore Street,15219,Middle Hill
315464,853,74,5017 Second Avenue,15207,Hazelwood
315465,854,74,1800 Murray Ave,15217,Squirrel Hill South
315466,855,74,2209 Murray Ave,15217,Squirrel Hill South
315467,856,74,5739 Forbes Ave,15217,Squirrel Hill South
315468,857,74,5800 Forbes Ave,15217,Squirrel Hill North
315469,858,74,2001 Centre Ave,15219,Middle Hill
315470,859,74,5800 Forbes Ave,15217,Squirrel Hill South
315471,860,74,2137 Centre Ave,15219,Middle Hill
315472,861,74,1707 Murray Ave,15217,Squirrel Hill South
315473,862,74,5006 Second Avenue,15207,Hazelwood
315474,863,74,2338 Murray Ave,15217,Squirrel Hill South
315475,864,74,1720 Murray Ave,15217,Squirrel Hill South
315476,865,74,1 Poplar Street,15205,Westwood
315477,868,74,5822 Forbes Ave,15217,Squirrel Hill South
315478,870,74,5804 Forward Avenue,15217,Squirrel Hill South
315479,871,74,200 Flowers Avenue,15207,Hazelwood
315480,872,74,1730 Murray Ave,15217,Squirrel Hill South
315481,873,74,5808 Forbes Ave,15217,Squirrel Hill South
315482,874,74,2418 Durbin Street,15205,Oakwood
315483,875,74,1700 East Carson Street,15203,South Side Flats
315484,876,74,2219 Murray Ave,15217,Squirrel Hill South
315485,877,74,1832 East Carson Street,15203,South Side Flats
315486,879,74,1704 Noblestown Road,15205,Westwood
315487,880,74,2648 North Charles Street,15214,Perry South
315488,881,74,1933 East Carson Street,15203,South Side Flats
315489,882,74,2100 Noblestown Road,15205,Westwood
315490,883,74,1603 Grandview Avenue,15211,Duquesne Heights
315491,884,74,2163 Centre Ave,15219,Middle Hill
315492,885,74,2145 Centre Ave,15219,Middle Hill
315493,886,74,238 Shady Avenue,15206,Shadyside
315494,887,74,2000 Centre Ave,15219,Crawford-Roberts
315495,888,74,1688 Murray Ave,15217,Squirrel Hill North
315496,889,74,2121 Centre Ave,15219,Middle Hill
315497,890,74,5802 Forbes Ave,15217,Squirrel Hill North
315498,891,74,5813 Forbes Ave,15217,Squirrel Hill North
315499,893,74,430 Greenfield Ave,15207,Greenfield
315500,894,74,7201 Frankstown Avenue,15208,Homewood North
315501,895,74,20 East General Robinson Street,15212,North Shore
315502,896,74,117 South Bouquet Street,15213,Central Oakland
315503,897,74,5876 Forbes Ave,15217,Squirrel Hill South
315504,898,74,5819 Forbes Ave,15217,Squirrel Hill North
315505,899,74,5885 Forbes Ave,15217,Squirrel Hill North
315506,900,74,2827 Chartiers Ave,15204,Sheraden
315507,901,74,1900 Woodville Avenue,15220,West End
315508,902,74,5880 Forbes Ave,15217,Squirrel Hill South
315509,903,74,3700 Forbes Ave,15213,Central Oakland
315510,905,74,5888 Forbes Ave,15217,Squirrel Hill South
315511,906,74,3718 Fifth Avenue,15213,Central Oakland
315512,907,74,5819 Forbes Ave,15217,Squirrel Hill North
315513,908,74,5846 Forbes Ave,15217,Squirrel Hill South
315514,911,74,2138 Noblestown Road,15205,Westwood
315515,913,74,431 South Main Street,15220,West End
315516,914,74,312 South Main Street,15220,West End
315517,915,74,7114 Kelly Street,15208,Homewood South
315518,917,74,7535 Penn Avenue,15221,Point Breeze North
315519,918,74,702 Brookline Blvd,15226,Brookline
315520,919,74,603 Lincoln Avenue,15206,Larimer
315521,920,74,5218 Friendship Avenue,15224,Bloomfield
315522,921,74,804 North Negley Avenue,15206,Highland Park
315523,923,74,5482 Penn Avenue,15206,Friendship
315524,924,74,7734 Kelly Street,15208,Homewood South
315525,925,74,6640 Frankstown Avenue,15206,Larimer
315526,926,74,6490 Frankstown Avenue,15206,Larimer
315527,927,74,519 North Highland Avenue,15206,East Liberty
315528,928,74,1133 Merrick Avenue,15226,Brookline
315529,929,74,7053 Frankstown Avenue,15208,Homewood South
315530,930,74,149 South Negley Avenue,15206,East Liberty
315531,931,74,601 North Negley Avenue,15206,East Liberty
315532,932,74,926 Brookline Blvd,15226,Brookline
315533,934,74,310 Paulson Avenue,15206,Larimer
315534,935,74,1153 Lincoln Avenue,15206,Lincoln-Lemington-Belmar
315535,936,74,710 North Homewood Avenue,15208,Homewood South
315536,937,74,7117 Bennett Street,15208,Homewood South
315537,938,74,6471 Frankstown Avenue,15206,Larimer
315538,939,74,6967 Frankstown Avenue,15208,Homewood West
315539,940,74,6286 East Liberty Boulevard,15206,Larimer
315540,941,74,4010 Penn Avenue,15224,Central Lawrenceville
315541,942,74,5611 Elmer Street,15232,Shadyside
315542,943,74,6369 East Liberty Boulevard,15206,Larimer
315543,944,74,130 South Whitfield Street,15206,East Liberty
315544,945,74,125 South Beatty Street,15206,East Liberty
315545,946,74,5404 Centre Ave,15232,Bloomfield
315546,947,74,501 Larimer Avenue,15206,Larimer
315547,948,74,5538 Stanton Avenue,15206,East Liberty
315548,949,74,5305 Baum Boulevard,15224,Bloomfield
315549,950,74,8200 Bennett Street,15221,East Hills
315550,951,74,3722 Penn Avenue,15201,Lower Lawrenceville
315551,952,74,119 North Sheridan Ave,15206,East Liberty
315552,953,74,6648 Fifth Avenue,15206,Shadyside
315553,954,74,4951 Centre Ave,15213,Bloomfield
315554,955,74,4052 Liberty Avenue,15224,Bloomfield
315555,957,74,1025 Brookline Blvd,15226,Brookline
315556,958,74,Ansley Street,15206,East Liberty
315557,959,74,3623 Liberty Avenue,15201,Lower Lawrenceville
315558,960,74,800 South Negley Avenue,15232,Shadyside
315559,961,74,6600 Fifth Avenue,15206,Shadyside
315560,962,74,915 Brookline Blvd,15226,Brookline
315561,963,74,120 South Whitfield Street,15206,East Liberty
315562,964,74,7121 Bennett Street,15208,Homewood South
315563,965,74,6508 Frankstown Avenue,15206,Larimer
315564,966,74,130 South Whitfield Street,15206,East Liberty
315565,967,74,229 Stratford Avenue,15206,Friendship
315566,968,74,7246 Kelly Street,15208,Homewood South
315567,969,74,5879 Centre Ave,15206,East Liberty
315568,970,74,5318 Friendship Avenue,15232,Bloomfield
315569,972,74,5100 Friendship Avenue,15224,Bloomfield
315570,973,74,420 Roup Avenue,15206,Friendship
315571,975,74,7103 Penn Avenue,15208,Point Breeze North
315572,976,74,742 Brookline Blvd,15226,Brookline
315573,977,74,301 Larimer Avenue,15206,Larimer
315574,978,74,1854 Forbes Ave,15219,Bluff
315575,979,74,7237 Kelly Street,15208,Homewood South
315576,980,74,7120 Kelly Street,15208,Homewood South
315577,981,74,4901 Friendship Avenue,15224,Bloomfield
315578,982,74,1730 Forbes Ave,15219,Bluff
315579,983,74,1714 Fifth Avenue,15219,Bluff
315580,985,74,1425 Forbes Ave,15219,Bluff
315581,986,74,421 North Highland Avenue,15206,East Liberty
315582,987,74,7721 Kelly Street,15208,Homewood South
315583,988,74,534 North Braddock Avenue,15208,Homewood South
315584,989,74,3950 Liberty Avenue,15224,Lower Lawrenceville
315585,990,74,1502 Lincoln Avenue,15206,Lincoln-Lemington-Belmar
315586,991,74,1101 Lincoln Avenue,15206,Lincoln-Lemington-Belmar
315587,992,74,4420 Penn Avenue,15201,Central Lawrenceville
315588,993,74,819 Brushton Avenue,15208,Homewood South
315589,994,74,5140 Liberty Avenue,15224,Bloomfield
315590,995,74,410 North Highland Avenue,15206,East Liberty
315591,996,74,3657 Penn Avenue,15201,Lower Lawrenceville
315592,997,74,3649 Liberty Avenue,15201,Lower Lawrenceville
315593,998,74,804 North Negley Avenue,15206,Highland Park
315594,999,74,7317 Frankstown Avenue,15208,Homewood North
315595,1000,74,8000 Frankstown Avenue,15221,East Hills
315596,1002,74,5701 Baum Boulevard,15232,East Liberty
315597,1003,74,5905 Station Street,15206,East Liberty
315598,1004,74,247 South Pacific Avenue,15224,Bloomfield
315599,1005,74,South Beatty Street,15206,East Liberty
315600,1006,74,5450 Friendship Avenue,15206,Friendship
315601,1007,74,6640 Frankstown Avenue,15206,Larimer
315602,1008,74,1200 North Saint Clair Street,15206,Highland Park
315603,1010,74,4782 Liberty Avenue,15224,Bloomfield
315604,1011,74,5450 Friendship Avenue,15206,Friendship
315605,1012,74,625 Brushton Avenue,15208,Homewood South
315606,1013,74,3349 Liberty Avenue,15201,Lower Lawrenceville
315607,1014,74,825 Freeport Road,15238,Lincoln-Lemington-Belmar
315608,1015,74,5105 Fifth Avenue,15232,Shadyside
315609,1016,74,211 Roup Avenue,15206,Friendship
315610,1017,74,4951 Centre Ave,15213,Shadyside
315611,1018,74,231 Roup Avenue,15206,Friendship
315612,1019,74,416 Pressley Street,15212,East Allegheny
315613,1020,74,238 South Negley Avenue,15206,Friendship
315614,1021,74,1306 Lincoln Avenue,15206,Lincoln-Lemington-Belmar
315615,1022,74,6140 Station Street,15206,East Liberty
315616,1023,74,622 North Homewood Avenue,15208,Homewood South
315617,1024,74,4800 Liberty Avenue,15224,Bloomfield
315618,1025,74,1403 Lincoln Avenue,15206,Lincoln-Lemington-Belmar
315619,1026,74,4115 Liberty Avenue,15224,Bloomfield
315620,1027,74,370 South Negley Avenue,15232,Friendship
315621,1028,74,4739 Maripoe Street,15213,Bloomfield
315622,1029,74,421 North Highland Avenue,15206,East Liberty
315623,1030,74,123 North Sheridan Ave,15206,East Liberty
315624,1031,74,6812 Fifth Avenue,15206,Larimer
315625,1032,74,5551 Centre Ave,15232,Shadyside
315626,1033,74,5862 Baum Boulevard,15206,East Liberty
315627,1034,74,5707 Penn Avenue,15206,East Liberty
315628,1035,74,409 Kirkpatrick Street,15219,Middle Hill
315629,1036,74,2229 Fifth Avenue,15219,Bluff
315630,1037,74,3444 Forbes Ave,15213,Central Oakland
315631,1039,74,3347 Forbes Ave,15213,South Oakland
315632,1040,74,3301 Forbes Ave,15213,South Oakland
315633,1041,74,3455 Forbes Ave,15213,Central Oakland
315634,1043,74,3752 California Ave,15212,Brighton Heights
315635,1044,74,2032 Forbes Ave,15219,Bluff
315636,1045,74,1710 Forbes Ave,15219,Bluff
315637,1046,74,2321 Webster Avenue,15219,Middle Hill
315638,1047,74,1801 Fifth Avenue,15219,Crawford-Roberts
315639,1048,74,2203 Fifth Avenue,15219,West Oakland
315640,1049,74,2076 Fifth Avenue,15219,Bluff
315641,1050,74,1903 East Carson Street,15203,South Side Flats
315642,1051,74,3500 Fifth Avenue,15213,Central Oakland
315643,1052,74,1819 Forbes Ave,15219,Bluff
315644,1054,74,2002 Fifth Avenue,15219,West Oakland
315645,1055,74,3508 Fifth Avenue,15213,Central Oakland
315646,1056,74,1945 Fifth Avenue,15219,Crawford-Roberts
315647,1057,74,4210 Butler Street,15201,Central Lawrenceville
315648,1058,74,3616 Fifth Avenue,15213,West Oakland
315649,1059,74,247 North Shore Drive,15212,North Shore
315650,1061,74,2900 Liberty Avenue,15201,Strip District
315651,1062,74,4239 Main Street,15224,Bloomfield
315652,1063,74,122 Virginia Ave,15211,Mount Washington
315653,1064,74,906 North Homewood Avenue,15208,Homewood North
315654,1065,74,119 McCandless Avenue,15201,Upper Lawrenceville
315655,1066,74,4707 Liberty Avenue,15224,Bloomfield
315656,1067,74,209 Atwood St,15213,Central Oakland
315657,1068,74,4734 Stanton Avenue,15201,Stanton Heights
315658,1069,74,3608 Forbes Ave,15213,Central Oakland
315659,1070,74,3520 Forbes Ave,15213,Central Oakland
315660,1071,74,3800 Forbes Ave,15213,Central Oakland
315661,1072,74,3524 Fifth Avenue,15213,Central Oakland
315662,1073,74,4001 Fifth Avenue,15213,North Oakland
315663,1075,74,4108 Penn Avenue,15224,Central Lawrenceville
315664,1076,74,3602 Fifth Avenue,15213,Central Oakland
315665,1077,74,3414 Fifth Avenue,15213,West Oakland
315666,1078,74,4115 Liberty Avenue,15224,Bloomfield
315667,1079,74,4500 Liberty Avenue,15224,Bloomfield
315668,1080,74,4210 Main Street,15224,Bloomfield
315669,1081,74,4117 Liberty Avenue,15224,Bloomfield
315670,1082,74,4505 Liberty Avenue,15224,Bloomfield
315671,1083,74,4525 Liberty Avenue,15224,Bloomfield
315672,1084,74,312 Pearl Street,15224,Bloomfield
315673,1085,74,4512 Liberty Avenue,15224,Bloomfield
315674,1086,74,4723 Liberty Avenue,15224,Bloomfield
315675,1087,74,4606 Liberty Avenue,15224,Bloomfield
315676,1088,74,4626 Liberty Avenue,15224,Bloomfield
315677,1089,74,4500 Liberty Avenue,15224,Bloomfield
315678,1090,74,1624 Brownsville Rd,15210,Carrick
315679,1091,74,4105 Penn Avenue,15224,Central Lawrenceville
315680,1092,74,4322 Penn Avenue,15224,Bloomfield
315681,1093,74,1355 Romanhoff Street,15212,Spring Hill-City View
315682,1094,74,8 Beltzhoover Ave,15203,Allentown
315683,1095,74,4526 Liberty Avenue,15224,Bloomfield
315684,1096,74,4320 Penn Avenue,15201,Central Lawrenceville
315685,1098,74,4104 Penn Avenue,15224,Bloomfield
315686,1099,74,4727 Liberty Avenue,15224,Bloomfield
315687,1100,74,745 Greenfield Ave,15217,Greenfield
315688,1101,74,4924 Liberty Avenue,15224,Bloomfield
315689,1102,74,4800 Liberty Avenue,15224,Bloomfield
315690,1103,74,4826 Liberty Avenue,15224,Bloomfield
315691,1104,74,4626 Liberty Avenue,15224,Bloomfield
315692,1105,74,4320 Penn Avenue,15224,Central Lawrenceville
315693,1106,74,4117 Penn Avenue,15224,Central Lawrenceville
315694,1107,74,378 South Negley Avenue,15232,Friendship
315695,1108,74,5440 Centre Ave,15232,Shadyside
315696,1109,74,5135 Liberty Avenue,15224,Bloomfield
315697,1111,74,4736 Friendship Avenue,15224,Bloomfield
315698,1112,74,4753 Liberty Avenue,15224,Bloomfield
315699,1113,74,6348 Centre Ave,15206,East Liberty
315700,1114,74,5932 Centre Ave,15206,Shadyside
315701,1115,74,6701 Frankstown Avenue,15208,Homewood West
315702,1116,74,7240 Fleury Way,15208,Homewood South
315703,1117,74,5005 Friendship Avenue,15224,Bloomfield
315704,1118,74,220 North Highland Avenue,15206,East Liberty
315705,1119,74,211 North Whitfield Street,15206,East Liberty
315706,1120,74,402 North Beatty Street,15206,East Liberty
315707,1121,74,223 North Highland Avenue,15206,East Liberty
315708,1122,74,5140 Friendship Avenue,15224,Bloomfield
315709,1123,74,218 South Graham Street,15206,Friendship
315710,1124,74,4512 Penn Avenue,15201,Central Lawrenceville
315711,1125,74,3339 Penn Avenue,15201,Lower Lawrenceville
315712,1127,74,3234 Penn Avenue,15201,Strip District
315713,1128,74,3836 Penn Avenue,15201,Lower Lawrenceville
315714,1129,74,1437 North Saint Clair Street,15206,Highland Park
315715,1130,74,128 North Highland Avenue,15206,East Liberty
315716,1131,74,715 North Highland Avenue,15206,East Liberty
315717,1132,74,5910 Harvard Street,15206,East Liberty
315718,1133,74,3836 Penn Avenue,15201,Lower Lawrenceville
315719,1134,74,1001 North Negley Avenue,15206,Highland Park
315720,1136,74,161 North Euclid Avenue,15206,East Liberty
315721,1137,74,6378 Centre Ave,15206,East Liberty
315722,1138,74,125 South Beatty Street,15206,East Liberty
315723,1139,74,217 North Highland Avenue,15206,East Liberty
315724,1140,74,5309 Hillcrest Street,15224,Garfield
315725,1141,74,211 North Whitfield Street,15206,East Liberty
315726,1142,74,4445 Howley Street,15224,Bloomfield
315727,1143,74,200 South Winebiddle Street,15224,Bloomfield
315728,1144,74,4420 Penn Avenue,15224,Bloomfield
315729,1145,74,4627 Liberty Avenue,15224,Bloomfield
315730,1146,74,4759 Liberty Avenue,15224,Bloomfield
315731,1147,74,5260 Centre Ave,15232,Shadyside
315732,1148,74,4761 Liberty Avenue,15224,Bloomfield
